,Crime,District,Neighborhood,ILEADSStreet,CADStreet,Lon,Lat
323,66701,2,9,LANSDOWNE AVE,LANSDOWNE,-90.31877900799998,38.592413614000066
324,67601,2,15,MIAMI ST,MIAMI,-90.26109191799998,38.59350181100007
325,142320,5,38,LINDELL BLVD,LINDELL,-90.24732722699997,38.63984336800007
326,51322,5,38,WASHINGTON PL,,-90.27140699399996,38.65158499800003
327,69702,3,18,S BROADWAY,BROADWAY,-90.22040770899997,38.589213151000024
328,69702,6,73,MCLARAN AVE,MCLARAN,-90.24204673699995,38.71599755500006
329,265321,4,64,N BROADWAY / E GRAND AVE,,-90.20366862599997,38.673353564000024
330,51122,6,56,PALM ST,PALM,-90.22645445099994,38.664204813000026
331,71013,5,58,ENRIGHT AVE,ENRIGHT,-90.23906446099994,38.644806319000054
332,41012,5,54,MCMILLAN AVE,MCMILLAN,-90.25339182499994,38.65384673500006
333,51112,6,71,ASHBY AVE,ASHBY,-90.23736157099995,38.68982158000006
334,91113,5,54,MCMILLAN AVE,MCMILLAN,-90.25339182499994,38.65384673500006
335,266999,5,55,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26015353899999,38.664212865000025
336,32421,5,55,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26015353899999,38.664212865000025
337,65701,5,38,N SARAH ST,LINDELL,-90.24636032299998,38.63921795300007
338,182130,6,55,N EUCLID AVE,,-90.25251982499998,38.67065258200006
339,64701,2,29,S GRAND BLVD,GRAND,-90.23855378799999,38.62287902200006
340,130000,3,25,MCKEAN AVE,,-90.23982631299998,38.59627929200008
341,182400,3,25,HARTFORD ST,HARTFORD,-90.23566237899996,38.60127580000005
342,64701,4,77,LOCUST ST,LOCUST,-90.22625886199995,38.63700886500004
343,250000,4,35,N BROADWAY,,-90.18792601299998,38.62958130000004
344,71040,3,19,IOWA AVE,IOWA,-90.22931608399995,38.59319099000004
345,69602,4,77,FINNEY AVE,FINNEY,-90.23351644899998,38.645688981000035
346,265321,5,38,N EUCLID AVE,EUCLID,-90.26166390199995,38.643341545000055
347,67701,4,36,WASHINGTON AVE,WASHINGTON,-90.19999547299994,38.632759692000036
348,41011,6,73,TARA LN,TARA,-90.24434480799994,38.71522277300005
349,91113,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
350,65701,3,19,S JEFFERSON AVE,JEFFERSON,-90.22711673299995,38.587361748000035
351,31421,4,36,N 15TH ST,,-90.20210475299996,38.62918989600007
352,241100,2,9,PERNOD AVE,PERNOD,-90.29956016899996,38.597651735000056
353,51122,3,30,WYOMING ST,WYOMING,-90.22543488899998,38.59657043300007
354,31111,6,70,NATURAL BRIDGE AVE,,-90.27154378599994,38.68656258100003
355,142320,3,16,KEOKUK ST,KEOKUK,-90.22996597299993,38.58492996100006
356,265321,4,37,FOREST PARK AVE / S GRAND BLVD,,-90.23401778499993,38.63320169900004
357,51130,5,48,BARTMER AVE,BARTMER,-90.27336596999999,38.660433384000044
358,67601,2,15,JUNIATA ST,JUNIATA,-90.25462016999995,38.60220951400004
359,250000,4,36,N 17TH ST / PINE ST,,-90.20455272599997,38.63055258700007
360,182999,4,61,N 13TH ST,,-90.19521585199999,38.637478550000026
361,64711,5,38,MCPHERSON AVE,SOUTHWEST,-90.24424037699998,38.640707116000044
362,67701,1,1,SCHIRMER ST,SCHIRMER,-90.26597301999999,38.55117711200006
363,65701,6,74,N BROADWAY / GIMBLIN RD,,-90.22987370099997,38.714901919000056
364,266999,4,65,SALISBURY ST,,-90.19790694299996,38.66177309200003
365,265321,4,62,@I 70 DOWNTOWN BROADWAY EXIT :,,-90.18644456799996,38.63785627500005
366,31421,5,48,ROSEDALE AVE,CHILDRENS,-90.29672621699996,38.656813269000054
367,130000,5,48,ETZEL AVE,ETZEL,-90.27843311099997,38.663070925000056
368,51122,5,56,COTTAGE AVE,COTTAGE,-90.23245471199994,38.65654663200007
369,265321,3,24,S JEFFERSON AVE,JEFFERSON,-90.22227563499996,38.610915963000025
370,43016,4,59,MAFFITT AVE,MAFFITT,-90.22452965699995,38.655136062000054
371,142320,5,54,LEWIS PL,LEWIS,-90.25434778999994,38.65446932200007
372,265321,1,16,GRAVOIS AVE,GRAVOIS,-90.25635654199993,38.58946924800006
373,130000,5,52,MAFFITT AVE,NORWOOD,-90.25863203499995,38.670712035000065
374,250000,4,35,WASHINGTON AVE,,-90.19308576899994,38.63068233200005
375,41011,5,78,TEMPLE PL,,-90.27903954999994,38.668020193000075
376,41011,5,78,TEMPLE PL,,-90.27903954999994,38.668020193000075
377,41011,5,78,TEMPLE PL,,-90.27903954999994,38.668020193000075
378,115400,2,8,HAMPTON AVE,HAMPTON,-90.29551755999995,38.59252081900007
379,265321,5,38,BARNES JEWISH HOSPITAL PLZ,,-90.26478726999994,38.63502499200007
380,67701,2,14,FYLER AVE,GRAHAM,-90.27522646099999,38.600284816000055
381,31111,6,66,VON PHUL ST,VON PHUL,-90.20907646799998,38.67743106800003
382,64711,2,39,TALMAGE AVE,,-90.25168289199996,38.62768552700004
383,130000,1,5,GRAVOIS AVE,GRAVOIS,-90.26927922199997,38.579298652000034
384,229999,4,36,WASHINGTON AVE,WASHINGTON,-90.19872495499999,38.63186125800007
385,266510,4,36,N TUCKER BLVD,TUCKER,-90.19767580599995,38.631023793000054
386,52312,4,37,S THERESA AVE,THERESA,-90.23317005099995,38.62805940700008
387,65701,1,5,CHIPPEWA ST,CHIPPEWA,-90.26746729799999,38.59054080000004
388,91113,5,57,SAINT FERDINAND AVE,COTTAGE,-90.24056477699997,38.65966502800006
389,91123,5,57,SAINT FERDINAND AVE,COTTAGE,-90.24056477699997,38.65966502800006
390,91113,4,37,WEST PINE BLVD,WEST PINE,-90.23925955899995,38.637442211000064
391,65601,5,38,FOREST PARK AVE,FOREST PARK,-90.24890978099995,38.63571417000003
392,265321,4,37,N GRAND BLVD / LINDELL BLVD,,-90.23280374799998,38.63743588300008
393,64711,5,38,FOREST PARK AVE,FOREST PARK,-90.24809897999995,38.63651149000003
394,67701,5,52,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.25390900499997,38.67728960800008
395,10000,1,5,TAFT AVE,TAFT,-90.26466073399996,38.586756775000026
396,32112,1,5,TAFT AVE,TAFT,-90.26466073399996,38.586756775000026
397,10000,1,5,TAFT AVE,TAFT,-90.26466073399996,38.586756775000026
398,10000,1,5,TAFT AVE,TAFT,-90.26466073399996,38.586756775000026
399,10000,1,5,TAFT AVE,TAFT,-90.26466073399996,38.586756775000026
400,265321,5,38,DELMAR BLVD / N KINGSHIGHWAY B,,-90.26341598399995,38.65163501300003
401,64701,4,37,DELMAR BLVD,GRAND,-90.22434878199994,38.639280744000075
402,266510,1,16,MERAMEC ST,MERAMEC,-90.24231227099995,38.58044346500003
403,142320,3,30,CALIFORNIA AVE / GRAVOIS AVE,CALIFORNIA,-90.22786689199995,38.60291373000007
404,32111,1,5,DELOR ST,DELOR,-90.26964170299999,38.582452809000074
405,63701,4,77,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.23201329999995,38.65048265400003
406,41011,6,72,GILMORE AVE,GILMORE,-90.25085187899998,38.70227350300007
407,91303,6,72,GILMORE AVE,GILMORE,-90.25085187899998,38.70227350300007
408,91114,4,61,PHIPPS ST,,-90.20402391199997,38.641672208000045
409,250000,4,36,N TUCKER BLVD,TUCKER,-90.19676608999998,38.63249325000004
410,67701,5,38,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26300240399996,38.65079392700005
411,41011,6,72,GILMORE AVE,GILMORE,-90.25085187899998,38.70227350300007
412,41011,6,72,GILMORE AVE,GILMORE,-90.25085187899998,38.70227350300007
413,250000,4,36,I 64 EASTBOUND / S JEFFERSON A,,-90.21797579799994,38.62702974700005
414,51112,1,16,LOUISIANA AVE,LOUISIANA,-90.24863197499997,38.57226824800006
415,266510,5,52,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.25390900499997,38.67728960800008
416,91113,6,69,BIRCHER BLVD,BIRCHER,-90.23135405399995,38.68241599000004
417,142320,5,58,W DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.24112512699998,38.65430900400003
418,64701,5,57,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.23916721799998,38.654321131000074
419,67701,1,1,LOUGHBOROUGH AVE,,-90.25754642499999,38.55554498300006
420,41023,5,38,N SARAH ST,FINNEY,-90.24309197799994,38.64443904400008
421,229999,1,4,GRAVOIS AVE,,-90.29701776599995,38.56247068500005
422,250000,4,36,WASHINGTON AVE,WASHINGTON,-90.19872495499999,38.63186125800007
423,71013,1,80,HOLLY HILLS AVE,HOLLY HILLS,-90.25650003299995,38.56096030500004
424,65701,3,22,LEMP AVE,LEMP,-90.21624989899999,38.601749323000035
425,266510,1,4,GRAVOIS AVE,,-90.29701776599995,38.56247068500005
426,265321,3,16,CALIFORNIA AVE,CALIFORNIA,-90.23244333799994,38.58056136500005
427,91123,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
428,91123,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
429,91123,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
430,91123,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
431,229999,4,35,N BROADWAY,BROADWAY,-90.18728262199994,38.63167197200005
432,41011,3,18,S BROADWAY / ILLINOIS AVE,,-90.22273696899998,38.58897705000004
433,65701,5,52,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.25384963499994,38.67560075500006
434,64701,2,15,S KINGSHIGHWAY BLVD / THOLOZAN,,-90.27156495899999,38.593975801000056
435,151130,3,19,WINNEBAGO ST,,-90.23543685599998,38.58931124600008
436,241100,1,1,VIRGINIA AVE,VIRGINIA,-90.25249959199994,38.55766748000008
437,31421,3,22,MCNAIR AVE,SALENA,-90.21805087799999,38.605260230000056
438,66601,4,37,N SPRING AVE,SPRING,-90.23723708799997,38.63531783800005
439,10000,5,50,NATURAL BRIDGE AVE,,-90.26476886999995,38.68176579900006
440,67701,2,43,SCHAEFFER PL,SCHAEFFER,-90.30047588799994,38.62077130500006
441,182260,4,35,WASHINGTON AVE,WASHINGTON,-90.19485864599994,38.63155742500004
442,41011,4,59,PALM ST / PRAIRIE AVE,,-90.22091471499994,38.66171766800005
443,71040,3,16,MINNESOTA AVE,MINNESOTA,-90.23750318799995,38.581808496000065
444,41021,4,59,PALM ST / PRAIRIE AVE,,-90.22091471499994,38.66171766800005
445,41011,4,59,PALM ST / PRAIRIE AVE,,-90.22091471499994,38.66171766800005
446,242000,5,50,ROOSEVELT PL,ROOSEVELT,-90.27211648199994,38.67831227800008
447,229999,4,36,LOCUST ST,,-90.20131772799994,38.63165921600006
448,142320,5,57,MAFFITT AVE,MAFFITT,-90.24061689899997,38.66269113100003
449,71013,4,35,S BROADWAY,BROADWAY,-90.19268312099996,38.61987333500008
450,91114,6,56,FAIR AVE / W NATURAL BRIDGE AV,,-90.22890096699996,38.66648411700004
451,266510,4,35,N 11TH ST,11TH,-90.19437410099994,38.63297030700005
452,241100,4,35,S BROADWAY,BROADWAY,-90.19015712699996,38.625473844000055
453,31111,1,16,TAFT AVE,VIRGINIA,-90.24512012999998,38.57583862300004
454,266999,5,48,ENRIGHT AVE,ENRIGHT,-90.28186511399997,38.65493850300004
455,67701,4,65,N 25TH ST,25TH,-90.20972870799994,38.66199249400006
456,64701,1,6,GOETHE AVE,GOETHE,-90.29311771799996,38.58045092800006
457,31112,4,61,N TUCKER BLVD,TUCKER,-90.19524492399995,38.63689649200006
458,69602,1,1,VIRGINIA AVE,VIRGINIA,-90.25176177299994,38.55845949900004
459,31111,1,5,MERAMEC ST,MERAMEC,-90.26123236399997,38.589550691000056
460,64711,3,31,S JEFFERSON AVE,JEFFERSON,-90.22184657999998,38.61598941800003
461,31411,3,30,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23179099899994,38.60122854800005
462,31411,3,30,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23179099899994,38.60122854800005
463,71013,4,35,N 2ND ST,2ND,-90.18412604099996,38.63286620300005
464,91114,6,68,W FLORISSANT AVE,FLORISSANT,-90.22487861399998,38.680443113000024
465,91113,6,79,HALL ST,HALL,-90.22227888199996,38.705567350000024
466,51230,1,17,WALSH ST,WALSH,-90.24221977299999,38.566388682000024
467,142320,1,16,S SPRING AVE,SPRING,-90.24877647099999,38.584710983000036
468,65601,2,43,FAIRMOUNT AVE,FAIRMOUNT,-90.30000759399996,38.624793288000035
469,182999,6,56,VINE GROVE AVE,VINE GROVE,-90.23730522299996,38.66594312900003
470,31111,4,36,N 22ND ST,LUCAS,-90.21068368999994,38.63475543200008
471,83000,4,65,BLAIR AVE,BLAIR,-90.19872319699994,38.65853777700005
472,41013,3,19,WINNEBAGO ST,WINNEBAGO,-90.23857466299995,38.58915628600005
473,41013,3,19,WINNEBAGO ST,WINNEBAGO,-90.23857466299995,38.58915628600005
474,91114,6,56,N NEWSTEAD AVE,,-90.24019886099995,38.665079140000046
475,31421,4,77,PAGE BLVD,,-90.22862251299995,38.64681179300004
476,142320,4,60,N 20TH ST,20TH,-90.20462812299996,38.64587498000003
477,241100,1,1,EILER ST,EILER,-90.24720236999997,38.566789748000076
478,182400,5,48,DELMAR BLVD,DELMAR,-90.30005677599996,38.65585519500007
479,91114,1,1,S GRAND BLVD,GRAND,-90.25432271399995,38.568227585000045
480,241100,3,30,S COMPTON AVE,COMPTON,-90.23634127199995,38.595716813000024
481,266510,4,35,N 6TH ST,6TH,-90.18920861999999,38.62909868700007
482,266510,4,35,N 11TH ST,11TH,-90.19437410099994,38.63297030700005
483,31111,3,21,S 11TH ST,11TH,-90.20859953799999,38.608221902000025
484,64711,4,35,WASHINGTON AVE,,-90.19448510999996,38.63098255400007
485,73413,2,12,MARCONI AVE,MARCONI,-90.27180903399994,38.61998849500003
486,266510,4,35,N 11TH ST,10TH,-90.19397475799997,38.63401820400003
487,263820,4,36,OLIVE ST,OLIVE,-90.19894079599999,38.63014012300005
488,65701,2,27,THURMAN AVE,,-90.25159743499995,38.61125921900003
489,250000,4,36,WASHINGTON AVE,WASHINGTON,-90.19691996599994,38.63211471300008
490,52222,2,43,MANCHESTER AVE,MANCHESTER,-90.29614818399995,38.62104393000004
491,52222,2,15,GRAVOIS AVE,GRAVOIS,-90.25440101799995,38.59042898600006
492,142320,2,8,CHIPPEWA,CHIPPEWA,-90.30812803699996,38.58948044700003
493,91114,3,30,IOWA AVE,IOWA,-90.22673495199996,38.602521169000056
494,43012,3,30,IOWA AVE,IOWA,-90.22673495199996,38.602521169000056
495,51230,6,68,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.23537480399995,38.66981873700007
496,31111,3,19,CHEROKEE ST,CHEROKEE,-90.23170431199998,38.59434154400003
497,91114,1,1,VIRGINIA AVE,VIRGINIA,-90.24643166299995,38.564953786000046
498,266999,5,50,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.27106960999998,38.68551546800006
499,182999,5,50,NATURAL BRIDGE AVE,,-90.27106960999998,38.68551546800006
500,151130,3,31,HENRIETTA ST,HENRIETTA,-90.22394063899998,38.615796670000066
501,51312,6,56,ASHLAND AVE,ASHLAND,-90.23979451999998,38.668126194000024
502,65701,1,1,S BROADWAY,BROADWAY,-90.24255639299997,38.56163947600004
503,64601,6,55,ASHLAND AVE,ASHLAND,-90.24880106599994,38.671163629000034
504,31111,4,65,N FLORISSANT AVE / SALISBURY S,,-90.20501773999996,38.65938857500004
505,43016,4,67,HARPER ST,HARPER,-90.21389823199996,38.66062981400006
506,151110,3,33,PEABODY CT,PEABODY,-90.20705494499998,38.617573417000074
507,265321,4,59,DR MARTIN LUTHER KING DR / N J,,-90.21288207499998,38.637866478000035
508,91123,3,25,HARTFORD ST,HARTFORD,-90.23566237899996,38.60127580000005
509,67701,3,19,OREGON AVE,OREGON,-90.23236181999994,38.58989463200004
510,266510,4,35,N 6TH ST,6TH,-90.19012786399998,38.62674238100004
511,265321,6,73,W FLORISSANT AVE,FLORISSANT,-90.25227402499996,38.71055536700004
512,182130,5,78,HAMILTON AVE,HAMILTON,-90.28341761999997,38.671636499000044
513,265321,4,36,MARKET ST,MARKET,-90.20762510999998,38.62903632100006
514,265321,4,65,BRANCH ST / I 70 WESTBOUND,,-90.19507380699997,38.65554901500008
515,262100,2,8,TENNIS WAY,TENNIS,-90.29838116299999,38.57231371000006
516,151110,3,19,MIAMI ST,MIAMI,-90.24158672099998,38.59138169400006
517,229999,4,35,LOCUST ST,LOCUST,-90.19492190199998,38.63042627200008
518,65701,4,37,WASHINGTON AVE,WASHINGTON,-90.22071675899997,38.63684474100006
519,41016,3,24,ACCOMAC ST / OHIO AVE,,-90.22415470999994,38.609797324000056
520,41013,3,24,ACCOMAC ST / OHIO AVE,,-90.22415470999994,38.609797324000056
521,10000,3,18,WINNEBAGO ST,WINNEBAGO,-90.22169874099995,38.58757415700006
522,241100,1,2,MINNESOTA AVE,MINNESOTA,-90.26700915399994,38.54282377000004
523,142320,5,50,GOODFELLOW PL,GOODFELLOW,-90.27231634199995,38.68245348100004
524,229999,4,35,N 9TH ST,,-90.19345669799998,38.62898907400006
525,64701,1,4,GRAVOIS AVE,,-90.29349607099994,38.564375435000045
526,51112,6,74,GUSTAV AVE,GUSTAV,-90.23083766799994,38.72383099100006
527,91114,6,56,LEXINGTON AVE,LEXINGTON,-90.23902784599994,38.66908555100008
528,265321,6,72,THEKLA AVE,THEKLA,-90.25035457799999,38.700174584000024
529,44015,4,60,PALM ST / PARNELL ST,GARFIELD,-90.21027579699995,38.657982083000036
530,117000,4,36,WASHINGTON AVE,WASHINGTON,-90.21156421599994,38.635177731000056
531,265321,2,14,BRANNON AVE,BRANNON,-90.27759597599999,38.59930904400005
532,266999,1,2,S BROADWAY,BROADWAY,-90.25620904899995,38.54884866000003
533,142320,2,45,S SKINKER BLVD,SKINKER,-90.30375006999998,38.63871046600008
534,266999,4,62,HOGAN ST,HOGAN,-90.20215685399995,38.64172513400007
535,266999,4,61,CARR ST,CARR,-90.20395090999995,38.637885408000045
536,66701,4,36,MARKET ST,MARKET,-90.20333693599997,38.62800679000003
537,265321,4,64,N BROADWAY,BROADWAY,-90.19885774899996,38.668387675000076
538,241100,1,17,EICHELBERGER ST,EICHELBERGER,-90.24374631999996,38.566622419000055
539,64701,3,23,RUSSELL AVE,RUSSELL,-90.22053070599998,38.611090295000054
540,31111,3,16,MINNESOTA AVE / OSAGE ST,,-90.23653892799996,38.583950910000056
541,130000,6,74,HALLS FERRY RD,HALLS FERRY,-90.23138473699998,38.713837253000065
542,43012,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
543,43013,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
544,142320,3,18,MARINE AVE,MARINE,-90.22022161899997,38.58577753700007
545,266510,1,1,LOUGHBOROUGH AVE,LOUGHBOROUGH,-90.26121306299996,38.55776164100007
546,65711,5,38,BARNES JEWISH HOSPITAL PLZ,,-90.26478726999994,38.63502499200007
547,142320,5,52,PALM ST,PALM,-90.25648445499996,38.67705610500008
548,51322,4,65,ANGELICA ST,ANGELICA,-90.20691558299995,38.664525439000045
549,265321,2,11,MAGNOLIA AVE,PLATEAU,-90.29010327399999,38.611817906000056
550,266999,6,68,HOLLY AVE,HOLLY,-90.22709233599994,38.67690609300007
551,43013,6,68,HOLLY AVE,HOLLY,-90.22709233599994,38.67690609300007
552,65701,3,16,OSAGE ST,OSAGE,-90.23653892799996,38.583950910000056
553,151130,4,63,CASS AVE,CASS,-90.19077332499995,38.64076473500006
554,265321,4,37,LACLEDE AVE,,-90.23310231599999,38.633677404000025
555,151110,5,51,CATES AVE,,-90.26363825099997,38.65485916100005
556,67601,3,33,DILLON CT,,-90.20619593299995,38.62000140600003
557,91113,4,36,WASHINGTON AVE,WASHINGTON,-90.19733602299999,38.631574844000056
558,91113,4,36,WASHINGTON AVE,WASHINGTON,-90.19733602299999,38.631574844000056
559,266510,4,36,N TUCKER BLVD,TUCKER,-90.19666567499996,38.63306139500003
560,265321,6,76,PARK LN / SHULTE AVE,,-90.25265272699994,38.70693434800006
561,67701,2,7,HAMPTON VILLAGE PLAZA,,-90.29308454999995,38.59188772300007
562,65701,3,21,S 10TH ST,10TH,-90.20817502999995,38.602435170000035
563,31211,2,9,WATSON RD,WATSON,-90.29922931499999,38.601237361000074
564,266999,1,5,BATES ST,BATES,-90.27083842099995,38.57751712500004
565,142320,6,76,GOODFELLOW BLVD,GOODFELLOW,-90.26350025599999,38.70191534400004
566,64601,2,39,MANCHESTER AVE,COMPTON,-90.25103810399997,38.627480959000025
567,63701,1,5,CHIPPEWA ST,CHIPPEWA,-90.26961107599999,38.59105303800004
568,31111,4,62,CARR ST,CARR,-90.19004397099997,38.63525175600006
569,250000,4,36,N TUCKER BLVD,TUCKER,-90.19666567499996,38.63306139500003
570,229999,4,35,N 3RD ST,3RD,-90.18537721999996,38.63030214300005
571,250000,4,35,N MEMORIAL DR,MEMORIAL,-90.18615582599995,38.626995402000034
572,31111,4,63,BRISTOL LN,BRISTOL,-90.19208993299998,38.64636986600004
573,64601,4,35,CHESTNUT ST,CHESTNUT,-90.18771674599998,38.62617580300008
574,64701,5,47,PERSHING AVE,PERSHING,-90.28134211099996,38.648891029000026
575,250000,4,36,N TUCKER BLVD,TUCKER,-90.19666567499996,38.63306139500003
576,229999,3,21,GRAVOIS AVE,,-90.20839768899998,38.61027810000007
577,41011,6,72,BEACON AVE,BEACON,-90.24575121199996,38.69752861400008
578,41011,6,72,BEACON AVE,BEACON,-90.24575121199996,38.69752861400008
579,250000,5,38,MARYLAND PLAZA,MARYLAND PLAZA,-90.26182735399999,38.64452262100008
580,151110,1,1,S BROADWAY,BROADWAY,-90.24484036199999,38.559202500000026
581,142320,5,50,NATURAL BRIDGE AVE,ASHLAND,-90.27057253499999,38.685171257000036
582,265321,1,5,TAFT AVE,TAFT,-90.26689420999998,38.58675300700003
583,43026,4,59,PALM ST,PALM,-90.21974642699996,38.66152815300006
584,41013,6,69,SAN FRANCISCO AVE,SAN FRANCISCO,-90.24825598699994,38.67648401200006
585,41013,6,69,SAN FRANCISCO AVE,SAN FRANCISCO,-90.24825598699994,38.67648401200006
586,69702,2,9,HAMPTON AVE,HAMPTON,-90.29199924299996,38.603885545000026
587,52212,6,70,GERALDINE AVE,GERALDINE,-90.25157632499997,38.68632965900008
588,10000,6,69,SAN FRANCISCO AVE,,-90.23734407999996,38.67131694600005
589,42013,3,23,GEYER AVE,GEYER,-90.21751142999994,38.61173383000005
590,42016,3,23,GEYER AVE,GEYER,-90.21751142999994,38.61173383000005
591,41011,5,51,KENSINGTON AVE,KENSINGTON,-90.26681150999997,38.65446188000004
592,69702,6,69,SACRAMENTO AVE,SACRAMENTO,-90.24593064299995,38.675130747000026
593,265321,4,63,N 11TH ST / SAINT LOUIS AVE,,-90.19411175399995,38.65235850500005
594,115100,2,15,S GRAND BLVD,GRAND,-90.24451871699995,38.590877387000035
595,265321,2,15,S GRAND BLVD,GRAND,-90.24297678399995,38.60070171700005
596,41011,4,64,N BROADWAY / SALISBURY ST,LAKEMOOR,-90.19546777399995,38.662494432000074
597,142320,1,17,OREGON AVE,OREGON,-90.23414341199998,38.57801700300007
598,64601,4,63,NORTH MARKET ST,NORTH MARKET,-90.19513599999999,38.64814621000005
599,71013,5,38,OLIVE ST,OLIVE,-90.25428985299999,38.647544012000026
600,71013,2,11,MARMADUKE AVE,MARMADUKE,-90.30085122599996,38.611361645000045
601,44012,2,39,CHOUTEAU AVE,TOWER GROVE,-90.25731714299997,38.62950691100008
602,265321,4,35,S BROADWAY / LOMBARD ST,,-90.19270190099996,38.61817915000006
603,91113,1,6,HAMPTON AVE,,-90.29452773499997,38.57435301600003
604,42014,5,52,MAFFITT AVE,MAFFITT,-90.25993703099994,38.67094537600008
605,71030,3,16,KEOKUK ST,KEOKUK,-90.23399426499998,38.58497488300003
606,43015,6,56,ASHLAND AVE,ASHLAND,-90.22938219099996,38.66425281200003
607,43015,6,56,ASHLAND AVE,ASHLAND,-90.22938219099996,38.66425281200003
608,43015,6,56,ASHLAND AVE,ASHLAND,-90.22938219099996,38.66425281200003
609,241100,1,1,S BROADWAY,BROADWAY,-90.24382146999994,38.560035320000054
610,64601,5,47,KINGSBURY AVE,KINGSBURY,-90.28348289999997,38.651121946000046
611,266510,4,36,N 17TH ST,17TH,-90.20431878599999,38.63125769700008
